Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Flash Sale in 2024! 876,2024-12-17 11:19:38,Flash Sale,2024,5418380.34,Sports,66.43,17071,151,5,Flipkart App,2634000,3.29,73.76,1.37,216455,Cash on Delivery,12.79,3.64,Headphones
Flipkart Monsoon Sale in 2020! 877,2020-08-26 20:49:03,Monsoon Sale,2020,5424235.93,Home,58.57,6229,7883,4,Flipkart App,1579000,1.05,54.17,2.65,648694,UPI,13.96,4.72,Shoes
Flipkart GOAT Sale in 2024! 878,2024-11-21 21:39:09,GOAT Sale,2024,8502203.44,Toys,25.57,1195,6132,4,Facebook,975000,1.83,65.38,3.49,584172,Cash on Delivery,1.78,4.61,Smartphone
Flipkart Clearance Sale in 2020! 879,2020-02-09 16:50:14,Clearance Sale,2020,9525060.87,Home,30.79,11804,1052,5,Facebook,1533000,3.91,68.55,3.39,963621,UPI,3.87,4,Laptop
Flipkart Summer Sale in 2024! 880,2024-12-05 10:38:36,Summer Sale,2024,4899052.22,Toys,46.89,36591,5990,3,Flipkart App,1582000,2.79,57.25,2.25,354947,Wallet,12.51,4.81,Books
Flipkart Deal of the Day in 2023! 881,2023-01-17 12:38:34,Deal of the Day,2023,5976647.74,Sports,23.06,44456,5344,5,Flipkart App,2502000,1.31,71.48,0.61,625309,Wallet,4.27,4.9,Books
Flipkart Winter Sale in 2023! 882,2023-02-22 18:02:52,Winter Sale,2023,349256.67,Home,35.32,20086,7763,7,Email,9619000,4.97,46.27,4.13,803557,Credit Card,4.49,4.42,Washing Machine
Flipkart Winter Sale in 2020! 883,2020-09-29 5:19:10,Winter Sale,2020,3425432.23,Groceries,32.25,43444,5950,7,Flipkart App,2109000,2.41,71.05,1.96,889019,Debit Card,14.75,4.07,Books
Flipkart Summer Sale in 2024! 884,2024-04-17 16:18:02,Summer Sale,2024,2181192.73,Sports,48.41,14392,6754,6,Instagram,8325000,2.18,16.85,4.24,805784,Wallet,13.68,3.65,Shoes
Flipkart Deal of the Day in 2023! 885,2023-04-26 19:37:55,Deal of the Day,2023,5535388.2,Books,19.03,49431,2546,2,Email,9307000,4.44,22.75,2.51,890734,Cash on Delivery,3.42,2.52,Headphones
Flipkart Winter Sale in 2024! 886,2024-11-01 3:09:23,Winter Sale,2024,3269401.82,Electronics,45.56,10985,7730,4,Facebook,6746000,0.55,13.98,1.36,370888,Wallet,5.72,3.45,Toys
Flipkart No Cost EMI Sale in 2021! 887,2021-10-24 20:11:25,No Cost EMI Sale,2021,7713826.01,Sports,5.44,31832,5801,1,Instagram,8381000,1.73,29.6,1.67,417195,Credit Card,1.94,2.96,Smartphone
Flipkart GOAT Sale in 2022! 888,2022-11-13 0:43:57,GOAT Sale,2022,5317228.41,Fashion,47.67,25045,3021,6,Email,8017000,2.09,46.7,3.75,525390,Credit Card,7.1,4.32,Smartphone
Flipkart Festive Sale in 2025! 889,2025-06-17 15:38:23,Festive Sale,2025,3078713.18,Groceries,28.48,19178,6109,6,Instagram,8382000,0.45,60.88,2.16,364864,Wallet,10.06,4.27,Laptop
Flipkart Flash Sale in 2024! 890,2024-05-30 9:21:24,Flash Sale,2024,8358114.05,Electronics,69.79,29668,9377,6,Instagram,4277000,2.07,78.4,4.89,465734,Credit Card,2.9,3.27,Toys
Flipkart Winter Sale in 2022! 891,2022-07-14 6:16:25,Winter Sale,2022,1641022.83,Home,9.23,8458,7061,5,Flipkart App,1548000,1.19,76.32,2.55,430212,Credit Card,10.06,2.86,Shoes
Flipkart Winter Sale in 2025! 892,2025-01-07 11:05:46,Winter Sale,2025,8424437.16,Fashion,30.55,24288,4589,6,Flipkart App,6959000,3.03,71.9,1.8,249865,UPI,6.25,3.49,Toys
Flipkart Clearance Sale in 2020! 893,2020-07-27 3:37:26,Clearance Sale,2020,4452953.55,Sports,53.3,30835,6037,3,Flipkart App,7800000,4.75,70.21,0.79,44947,Cash on Delivery,7.02,3.39,Washing Machine
Flipkart Summer Sale in 2021! 894,2021-10-10 4:35:28,Summer Sale,2021,282448.1,Electronics,13.69,7654,1213,7,Facebook,4385000,4.67,29.05,2.01,848975,Credit Card,3.08,2.59,Toys
Flipkart Festive Sale in 2022! 895,2022-06-23 20:16:31,Festive Sale,2022,2659624.93,Electronics,22.42,40119,4866,2,Facebook,6623000,1.42,44.3,1.88,38235,Debit Card,14.81,3.23,Toys
Flipkart Big Billion Days Sale in 2021! 896,2021-01-11 22:25:18,Big Billion Days Sale,2021,2470321.8,Home,44.9,11911,6419,5,Facebook,7517000,4.34,23.59,3.94,992840,Credit Card,3.5,2.94,Toys
Flipkart Summer Sale in 2020! 897,2020-06-15 22:14:55,Summer Sale,2020,955683.41,Groceries,20.52,35500,1957,5,Email,6757000,3.31,72.17,1.73,618233,Wallet,12.74,4.48,Washing Machine
Flipkart Big Billion Days Sale in 2021! 898,2021-03-29 7:10:01,Big Billion Days Sale,2021,4839270.61,Sports,49.31,23594,2762,6,Email,5278000,1.82,59.11,3.48,745132,UPI,14.05,4.2,Washing Machine
Flipkart GOAT Sale in 2020! 899,2020-06-02 4:01:56,GOAT Sale,2020,7864805.33,Home,69.36,49366,5736,1,Instagram,9101000,3.38,78.7,2.88,958356,Wallet,5.9,3.85,Books
Flipkart Flash Sale in 2025! 900,2025-08-11 17:27:44,Flash Sale,2025,5284976.39,Groceries,65.91,8813,665,5,Flipkart App,9865000,2.16,60.86,3.64,544756,Debit Card,14.4,4.3,Headphones
Flipkart Festive Sale in 2020! 901,2020-03-31 9:07:00,Festive Sale,2020,6006875.26,Groceries,44.09,4998,7795,7,Instagram,4394000,2.58,11.13,1.73,753216,Wallet,6.69,4.88,Smartphone
Flipkart Winter Sale in 2021! 902,2021-12-11 7:47:55,Winter Sale,2021,8773692.92,Toys,41.7,49093,1284,5,Flipkart App,4976000,4.44,46.7,0.88,380412,Debit Card,13.71,2.89,Headphones
Flipkart Clearance Sale in 2023! 903,2023-08-07 17:33:41,Clearance Sale,2023,7664123.99,Toys,43.11,25034,7509,2,Twitter,3915000,3.73,73.74,2.54,260582,UPI,10.54,2.51,Shoes
Flipkart Clearance Sale in 2024! 904,2024-04-06 19:49:41,Clearance Sale,2024,1845558.07,Books,16.39,36059,9965,1,Facebook,680000,0.76,34.11,2.74,511034,Cash on Delivery,12.91,4.89,Headphones
Flipkart Big Billion Days Sale in 2025! 905,2025-10-03 1:12:09,Big Billion Days Sale,2025,9868423.74,Toys,50.33,16378,2527,1,Email,8519000,2.72,33.81,3.18,889746,Debit Card,4.93,4,Headphones
Flipkart GOAT Sale in 2024! 906,2024-10-13 21:45:58,GOAT Sale,2024,8438965.89,Books,29.53,42032,6150,4,Email,946000,4.99,65.23,1.23,884466,Wallet,4.82,2.69,Perfume
Flipkart Deal of the Day in 2025! 907,2025-07-30 2:03:53,Deal of the Day,2025,4872313.06,Home,56.44,11283,3895,5,Email,2477000,4.73,35.56,2.06,595994,Debit Card,10.61,2.83,Washing Machine
Flipkart Big Billion Days Sale in 2023! 908,2023-12-22 8:44:26,Big Billion Days Sale,2023,8568751.15,Electronics,53.58,31484,6522,1,Twitter,2714000,0.81,26.88,3.84,287551,Wallet,9.74,3.95,Shoes
Flipkart GOAT Sale in 2025! 909,2025-07-31 4:57:12,GOAT Sale,2025,3889005.93,Electronics,18.08,21632,1535,7,Email,8281000,3.32,73.36,2.58,762781,UPI,6.07,4.53,Laptop
Flipkart GOAT Sale in 2021! 910,2021-05-10 0:00:05,GOAT Sale,2021,9567812.96,Books,7.64,34632,5595,1,Facebook,8920000,2.2,47.95,4.08,46949,Wallet,12.01,3.31,Perfume
Flipkart Big Billion Days Sale in 2021! 911,2021-08-11 16:26:17,Big Billion Days Sale,2021,5154021.97,Home,8,5932,1375,5,Email,7613000,2.02,19.8,0.51,977899,UPI,11.32,2.64,Washing Machine
Flipkart Festive Sale in 2022! 912,2022-08-30 12:19:38,Festive Sale,2022,4158720.31,Groceries,67.88,31428,9921,6,Email,3442000,4.58,46.34,2.49,26317,Cash on Delivery,14.44,3.3,Perfume
Flipkart Summer Sale in 2021! 913,2021-05-04 22:07:27,Summer Sale,2021,8259082.8,Beauty,18.55,24065,8595,5,Twitter,2040000,1.32,55,4.26,954259,Debit Card,4.58,4.94,Laptop
Flipkart Winter Sale in 2020! 914,2020-04-25 13:24:28,Winter Sale,2020,2993795.82,Home,8.6,42303,6864,2,Flipkart App,1266000,1.19,37.45,1.75,158703,Debit Card,4.49,3.71,Perfume
Flipkart Deal of the Day in 2025! 915,2025-09-26 9:09:08,Deal of the Day,2025,6182098.93,Fashion,15.62,10262,5654,7,Facebook,4494000,0.82,30.94,0.82,765255,Cash on Delivery,1.35,3.72,Smartphone
Flipkart Monsoon Sale in 2025! 916,2025-05-31 7:18:07,Monsoon Sale,2025,8700990.99,Home,25.23,44956,1410,2,Instagram,5168000,4.53,77.66,4.52,960357,Credit Card,7.82,3.3,Shoes
Flipkart No Cost EMI Sale in 2024! 917,2024-05-26 21:27:28,No Cost EMI Sale,2024,918753.77,Groceries,58.05,8660,1433,5,Email,1142000,2.4,54.34,1.3,639943,Credit Card,4.5,3.77,Smartphone
Flipkart Big Billion Days Sale in 2025! 918,2025-09-02 4:22:43,Big Billion Days Sale,2025,1534323.94,Fashion,57.44,3979,8188,6,Facebook,9687000,1.1,52.27,3.42,31197,Debit Card,10.71,2.9,Shoes
Flipkart Monsoon Sale in 2025! 919,2025-11-26 12:19:04,Monsoon Sale,2025,8917734.37,Electronics,50.97,43572,964,3,Twitter,3349000,3.71,42.49,3.17,178950,UPI,9.55,3.67,Shoes
Flipkart Deal of the Day in 2022! 920,2022-11-14 7:45:36,Deal of the Day,2022,220647.62,Books,25.9,36287,6078,6,Facebook,5259000,2.62,16.57,2.73,774664,Wallet,12.78,3.13,Smartphone
Flipkart Summer Sale in 2025! 921,2025-10-20 2:44:11,Summer Sale,2025,9339900.93,Groceries,42.55,31988,6181,6,Flipkart App,722000,1.61,77.84,3.82,359909,Credit Card,14.22,3.93,Laptop
Flipkart Festive Sale in 2023! 922,2023-04-17 20:13:38,Festive Sale,2023,5164644.23,Sports,18.92,42404,3582,3,Email,8425000,0.18,29.26,4.59,412336,Debit Card,2.03,3.99,Perfume
Flipkart Clearance Sale in 2021! 923,2021-08-12 14:11:48,Clearance Sale,2021,2807271.66,Books,31.93,22104,199,1,Facebook,1625000,2.27,26.69,0.53,551515,Wallet,12.53,2.85,Laptop
Flipkart Deal of the Day in 2023! 924,2023-11-27 5:02:47,Deal of the Day,2023,5343902.88,Home,7.12,8812,935,4,Flipkart App,3495000,4.69,52.29,3.47,663549,Cash on Delivery,14.26,3.31,Washing Machine
Flipkart Monsoon Sale in 2021! 925,2021-04-17 16:09:19,Monsoon Sale,2021,4796024.01,Groceries,7.39,46378,8669,5,Twitter,9871000,0.83,40.49,3.57,881727,Debit Card,14.82,4.93,Toys
Flipkart Summer Sale in 2025! 926,2025-02-19 6:26:17,Summer Sale,2025,7409962.33,Home,56.4,40699,146,7,Flipkart App,5690000,1.41,51.45,1.57,666019,Debit Card,10.15,3.89,Toys
Flipkart Festive Sale in 2023! 927,2023-02-17 6:50:11,Festive Sale,2023,3378443.19,Beauty,30.51,43670,7800,6,Facebook,4977000,0.96,78.56,3.87,730348,UPI,14.29,2.83,Washing Machine
Flipkart Big Billion Days Sale in 2022! 928,2022-09-27 1:13:53,Big Billion Days Sale,2022,5681465.89,Groceries,21.63,22218,3136,3,Email,4089000,0.18,63.69,3.29,642905,Cash on Delivery,6.93,4.29,Perfume
Flipkart Clearance Sale in 2024! 929,2024-06-05 17:50:35,Clearance Sale,2024,2855596.77,Beauty,30.21,13417,6475,2,Email,5065000,3.77,57.89,2.78,837136,UPI,13.16,4.96,Smartphone
Flipkart Flash Sale in 2020! 930,2020-06-10 10:32:10,Flash Sale,2020,9188232.23,Electronics,16.43,48812,5110,6,Email,7504000,4.43,63.81,0.79,843030,Credit Card,4.22,3.98,Books
Flipkart Summer Sale in 2023! 931,2023-10-11 17:35:42,Summer Sale,2023,3259118.21,Beauty,9.8,3055,1515,3,Flipkart App,8800000,1.77,60.57,0.64,563200,Wallet,13.51,4.34,Washing Machine
Flipkart Deal of the Day in 2022! 932,2022-08-25 3:57:41,Deal of the Day,2022,3479107.85,Books,7.27,11460,7699,3,Facebook,9418000,4.89,25.75,0.74,850512,Debit Card,3.4,2.69,Books
Flipkart GOAT Sale in 2020! 933,2020-08-04 13:32:45,GOAT Sale,2020,5746107.48,Electronics,51.65,3609,893,6,Instagram,4958000,4.46,20.91,4.72,553900,Cash on Delivery,8.08,3.31,Headphones
Flipkart Festive Sale in 2020! 934,2020-11-16 17:09:52,Festive Sale,2020,289182.78,Books,58.48,14239,1641,5,Twitter,2108000,1.35,25.26,2.58,144351,Debit Card,11.57,3.73,Laptop
Flipkart Winter Sale in 2024! 935,2024-12-30 5:06:47,Winter Sale,2024,7536648.4,Toys,53.65,3248,6487,5,Facebook,2865000,4.26,65.06,3.99,427852,Wallet,2.03,4.43,Shoes
Flipkart No Cost EMI Sale in 2023! 936,2023-03-06 4:26:06,No Cost EMI Sale,2023,4040001.16,Home,67.19,27148,1064,7,Flipkart App,5798000,3.3,17.39,3.71,486226,Cash on Delivery,6.67,3.1,Books
Flipkart Big Billion Days Sale in 2022! 937,2022-03-24 11:41:10,Big Billion Days Sale,2022,305358.83,Fashion,18.29,25420,2230,2,Flipkart App,7362000,3.3,11.71,0.68,46732,Cash on Delivery,13.05,4,Toys
Flipkart Monsoon Sale in 2024! 938,2024-01-10 17:18:03,Monsoon Sale,2024,9180820.37,Sports,30.27,25406,5735,1,Twitter,8794000,4.62,48.94,4.22,586315,Wallet,3.61,3.92,Shoes
Flipkart Monsoon Sale in 2022! 939,2022-07-15 20:19:26,Monsoon Sale,2022,6454457.25,Toys,42.05,23873,2297,2,Email,2816000,0.22,46.17,4.57,716617,Cash on Delivery,4.49,2.75,Toys
Flipkart No Cost EMI Sale in 2024! 940,2024-05-03 0:43:03,No Cost EMI Sale,2024,1178116.15,Electronics,13.39,41138,1066,3,Flipkart App,6185000,4.25,43.16,3.08,758438,Credit Card,9.16,3.81,Headphones
Flipkart Big Billion Days Sale in 2023! 941,2023-03-23 5:31:20,Big Billion Days Sale,2023,6650885,Home,67.86,44871,4569,2,Facebook,6973000,3.4,22.71,4.79,641393,UPI,14.72,3.47,Shoes
Flipkart Winter Sale in 2025! 942,2025-05-31 2:43:06,Winter Sale,2025,5820829.43,Sports,53.53,31773,754,7,Twitter,5961000,3.97,68.53,1.32,32403,Credit Card,3.31,4.94,Books
Flipkart Clearance Sale in 2021! 943,2021-04-11 14:31:09,Clearance Sale,2021,9598556.24,Sports,49.14,35674,2733,3,Email,4563000,4.3,38.75,3.81,789944,Cash on Delivery,7.96,4.9,Perfume
Flipkart Summer Sale in 2022! 944,2022-08-26 17:12:52,Summer Sale,2022,2627879.37,Books,28.11,33106,9768,7,Facebook,1727000,1.55,28.37,2.81,303108,Wallet,5.29,3.91,Laptop
Flipkart No Cost EMI Sale in 2023! 945,2023-02-18 3:09:34,No Cost EMI Sale,2023,3564919.68,Sports,55.88,24976,3772,1,Facebook,1763000,2.76,25.76,3.58,808190,Wallet,14.51,3.95,Perfume
Flipkart GOAT Sale in 2024! 946,2024-04-24 0:11:37,GOAT Sale,2024,7284343.54,Beauty,14.92,31816,7854,7,Facebook,2927000,4.99,18.02,4.45,568862,Debit Card,14.98,4.58,Smartphone
Flipkart GOAT Sale in 2022! 947,2022-04-11 11:24:41,GOAT Sale,2022,1653976.58,Groceries,27.37,46076,6312,5,Instagram,7359000,1.87,45.74,1.27,511171,Credit Card,2.63,3.68,Shoes
Flipkart Clearance Sale in 2023! 948,2023-11-25 21:33:21,Clearance Sale,2023,1978188.93,Electronics,15.62,13648,2977,4,Twitter,8556000,1.71,66.89,4.71,165069,Cash on Delivery,3.78,3.53,Books
Flipkart Big Billion Days Sale in 2020! 949,2020-05-29 10:42:11,Big Billion Days Sale,2020,6940644.67,Home,14.57,46425,4727,3,Facebook,1937000,2.72,17.1,3.16,511576,UPI,3.03,3.27,Shoes
Flipkart Festive Sale in 2020! 950,2020-01-29 10:58:23,Festive Sale,2020,4807358.56,Sports,68.23,2684,6993,2,Instagram,3966000,3.34,73.48,3.07,768134,Debit Card,2.96,4.3,Laptop
Flipkart GOAT Sale in 2024! 951,2024-12-27 4:53:41,GOAT Sale,2024,6429975.32,Home,6.05,1819,9775,7,Facebook,8147000,1.51,73.89,3.55,703136,Debit Card,9.53,2.62,Shoes
Flipkart GOAT Sale in 2021! 952,2021-06-26 1:22:29,GOAT Sale,2021,1214934.35,Beauty,46.14,46953,533,6,Facebook,9303000,3.88,63.4,3.79,777047,UPI,5.57,4.22,Perfume
Flipkart Big Billion Days Sale in 2023! 953,2023-03-07 3:44:33,Big Billion Days Sale,2023,9945854.91,Beauty,22.67,22906,8269,7,Twitter,8789000,3.85,55.23,3.6,643737,Cash on Delivery,13.17,4.43,Headphones
Flipkart GOAT Sale in 2021! 954,2021-06-02 9:35:25,GOAT Sale,2021,7021028.9,Fashion,25.24,5688,9446,3,Twitter,8505000,0.54,21.49,3.17,67206,UPI,10.63,4.94,Books
Flipkart Clearance Sale in 2023! 955,2023-06-26 3:28:59,Clearance Sale,2023,5836283.29,Sports,62.96,3080,6194,7,Email,9724000,1.3,74.66,3.57,934928,Credit Card,7.41,3.89,Smartphone
Flipkart GOAT Sale in 2023! 956,2023-02-07 14:03:43,GOAT Sale,2023,7148504.3,Toys,24.44,38101,341,6,Twitter,5147000,1.46,52.67,1.61,92931,Cash on Delivery,13.3,2.69,Toys
Flipkart Big Billion Days Sale in 2021! 957,2021-11-15 7:39:54,Big Billion Days Sale,2021,1491168.08,Beauty,16.63,29146,4262,7,Email,2825000,2.4,21.8,2.95,807373,Credit Card,14.99,4.81,Shoes
Flipkart Deal of the Day in 2024! 958,2024-03-10 6:02:22,Deal of the Day,2024,7895786.93,Toys,10.84,46636,8538,5,Email,2140000,3.8,53.01,1.93,322977,Debit Card,10.62,4.71,Toys
Flipkart Deal of the Day in 2022! 959,2022-01-17 16:58:35,Deal of the Day,2022,8817525.11,Beauty,63.31,20775,6306,7,Flipkart App,7592000,3.18,36.21,2.75,742598,Debit Card,12.46,4.25,Laptop
Flipkart Clearance Sale in 2025! 960,2025-03-01 2:58:03,Clearance Sale,2025,7129285.41,Fashion,52.7,22678,4744,7,Email,693000,0.84,62.88,1.89,894894,Wallet,4.49,2.68,Books
Flipkart Clearance Sale in 2020! 961,2020-02-25 21:55:40,Clearance Sale,2020,3859933.09,Fashion,18.08,14548,5828,4,Twitter,6493000,3.56,38.39,1.09,415737,UPI,3.59,2.89,Toys
Flipkart Big Billion Days Sale in 2021! 962,2021-01-01 2:00:17,Big Billion Days Sale,2021,2165743.88,Home,7.23,49561,8678,6,Twitter,2879000,3.42,79.45,2.06,585687,UPI,6.27,4.09,Smartphone
Flipkart GOAT Sale in 2020! 963,2020-09-28 14:06:23,GOAT Sale,2020,9315924.01,Home,58.82,42723,6158,6,Facebook,8692000,3.34,33.17,2.57,76302,Cash on Delivery,4.63,4.29,Headphones
Flipkart Festive Sale in 2023! 964,2023-09-22 13:32:13,Festive Sale,2023,9797164.48,Electronics,45.38,48132,1594,4,Flipkart App,7172000,1.11,45.91,0.8,816759,Wallet,8.34,4.14,Laptop
Flipkart Monsoon Sale in 2022! 965,2022-06-07 12:20:05,Monsoon Sale,2022,5647621.34,Home,67.2,49236,1759,2,Instagram,3749000,3.91,60.72,4.92,916527,Wallet,14.02,3.54,Perfume
Flipkart Flash Sale in 2020! 966,2020-11-18 9:33:21,Flash Sale,2020,2996513.97,Fashion,51.47,40318,2050,5,Instagram,5840000,1.46,45.49,2.65,581829,UPI,3.63,4.08,Shoes
Flipkart Summer Sale in 2025! 967,2025-04-07 12:06:10,Summer Sale,2025,5131823.51,Electronics,21.22,5366,5232,7,Twitter,4177000,1.04,37.96,1.69,65721,Debit Card,2.41,4.74,Shoes
Flipkart Deal of the Day in 2024! 968,2024-06-13 5:13:11,Deal of the Day,2024,1908751.82,Sports,48.41,25340,2407,3,Flipkart App,8829000,3.02,58.58,3.22,799155,Credit Card,14.87,4.01,Books
Flipkart Deal of the Day in 2022! 969,2022-10-22 11:27:51,Deal of the Day,2022,2012948.16,Fashion,39.58,41027,2917,7,Twitter,1857000,4.7,69.92,4.06,919820,Debit Card,13.82,3.61,Headphones
Flipkart Clearance Sale in 2021! 970,2021-04-18 3:58:16,Clearance Sale,2021,9897590.88,Groceries,59.81,47280,2465,1,Flipkart App,3369000,3.09,15.84,2.8,709519,Credit Card,6.72,2.57,Perfume
Flipkart Winter Sale in 2025! 971,2025-02-24 6:10:36,Winter Sale,2025,3126608.17,Toys,12.09,6344,8989,4,Twitter,2952000,0.54,20.67,3.26,706251,UPI,10.9,3.78,Washing Machine
Flipkart Deal of the Day in 2025! 972,2025-02-21 5:22:50,Deal of the Day,2025,1574081.96,Fashion,8.71,14981,2939,3,Instagram,6486000,3.78,24.98,1.09,220473,UPI,9.74,3.14,Perfume
Flipkart Deal of the Day in 2020! 973,2020-09-02 21:31:16,Deal of the Day,2020,6903681.66,Beauty,51.35,36095,8054,2,Facebook,2680000,0.48,48.87,1.63,271326,Wallet,2.46,2.65,Perfume
Flipkart Deal of the Day in 2022! 974,2022-05-01 4:08:51,Deal of the Day,2022,6308000.59,Books,67.21,8184,4310,2,Flipkart App,1149000,4.54,15.38,3.68,782921,UPI,14.84,2.7,Perfume
Flipkart No Cost EMI Sale in 2020! 975,2020-03-22 4:46:34,No Cost EMI Sale,2020,2305127.02,Groceries,22.92,27175,781,3,Flipkart App,3184000,2.45,16.44,1.08,337383,Credit Card,7.61,3.46,Laptop
Flipkart Festive Sale in 2022! 976,2022-11-05 20:20:41,Festive Sale,2022,5381283.16,Fashion,10.06,31490,2446,7,Facebook,561000,0.56,10.3,2.52,562588,Cash on Delivery,14.15,4.6,Shoes
Flipkart Deal of the Day in 2024! 977,2024-04-07 13:26:02,Deal of the Day,2024,9424060.27,Books,15.32,32352,1187,5,Facebook,6291000,1.85,36.58,1.82,529575,Wallet,14.74,2.96,Headphones
Flipkart Flash Sale in 2023! 978,2023-12-06 19:45:45,Flash Sale,2023,704780.24,Groceries,52.64,31713,7663,1,Instagram,6141000,2.12,11.81,1.7,118736,Credit Card,11.57,3.1,Laptop
Flipkart Summer Sale in 2020! 979,2020-01-21 9:12:06,Summer Sale,2020,9161128.69,Electronics,59.54,17394,6233,1,Facebook,7162000,4.71,13.01,3.04,761160,Credit Card,13.13,4.85,Books
Flipkart GOAT Sale in 2024! 980,2024-05-11 9:29:00,GOAT Sale,2024,8344269.38,Books,8.01,10185,1821,4,Flipkart App,3485000,4.94,53.35,3.9,401968,Credit Card,11.44,4.41,Perfume
Flipkart No Cost EMI Sale in 2021! 981,2021-08-02 20:18:45,No Cost EMI Sale,2021,1007856.49,Home,26.65,41984,3694,2,Instagram,3927000,1.03,34.35,3.8,384397,UPI,14.14,4.27,Smartphone
Flipkart Clearance Sale in 2023! 982,2023-05-06 19:49:38,Clearance Sale,2023,8960969.23,Toys,29.47,29251,714,7,Facebook,2998000,4.95,59.86,1.39,983255,UPI,14.45,3.93,Shoes
Flipkart GOAT Sale in 2021! 983,2021-12-19 16:52:35,GOAT Sale,2021,939853.22,Beauty,58.98,44406,5567,4,Twitter,4709000,0.54,18.06,3.49,125978,UPI,8.18,4.62,Perfume
Flipkart Clearance Sale in 2024! 984,2024-10-23 7:21:13,Clearance Sale,2024,7807882.54,Electronics,54.32,4708,9784,5,Flipkart App,6006000,0.64,17.8,0.64,519202,Credit Card,10.05,3.6,Perfume
Flipkart Monsoon Sale in 2022! 985,2022-05-14 8:26:03,Monsoon Sale,2022,6456904.52,Electronics,27.28,27116,9577,3,Instagram,2420000,3,38.51,3.86,684595,Credit Card,10.74,3.12,Smartphone
Flipkart Monsoon Sale in 2021! 986,2021-03-27 16:56:25,Monsoon Sale,2021,4889602.63,Electronics,36.97,17229,4176,2,Facebook,8199000,3.95,47.24,2.58,947994,Wallet,5.59,3.32,Books
Flipkart Clearance Sale in 2021! 987,2021-10-18 12:21:54,Clearance Sale,2021,7570503.54,Fashion,60.71,24565,3193,7,Email,4323000,1.52,59.57,5,474742,Debit Card,1.79,3.8,Books
Flipkart Big Billion Days Sale in 2024! 988,2024-02-26 4:21:33,Big Billion Days Sale,2024,9559582.18,Books,69,5525,6358,1,Facebook,7478000,1.23,25.41,2.76,581198,Credit Card,9.88,3.55,Books
Flipkart Winter Sale in 2023! 989,2023-04-27 11:38:48,Winter Sale,2023,235439.31,Home,60.19,3517,7423,4,Facebook,5776000,3.41,17.7,0.91,371973,Credit Card,11.03,2.61,Laptop
Flipkart Festive Sale in 2025! 990,2025-09-09 13:52:38,Festive Sale,2025,5733803.84,Groceries,23.73,41688,6193,3,Facebook,1792000,2.92,31.14,3.33,354489,UPI,10.66,3.98,Washing Machine
Flipkart Deal of the Day in 2024! 991,2024-12-20 13:40:13,Deal of the Day,2024,2388782.08,Books,10.44,8875,6016,6,Email,3152000,0.6,74.93,3.46,33836,Wallet,3.6,4.83,Smartphone
Flipkart No Cost EMI Sale in 2023! 992,2023-04-12 4:10:45,No Cost EMI Sale,2023,8876642.37,Home,56.97,24131,6757,1,Flipkart App,6065000,2.31,65.36,4.08,272753,Debit Card,4.12,3.04,Books
Flipkart Winter Sale in 2020! 993,2020-01-28 17:42:41,Winter Sale,2020,3363878.01,Groceries,5.5,15371,7472,2,Facebook,1395000,1.73,29.44,0.76,188937,Debit Card,6.9,2.92,Shoes
Flipkart Flash Sale in 2022! 994,2022-06-28 4:48:31,Flash Sale,2022,7052727.86,Groceries,10.86,40898,3798,7,Flipkart App,624000,0.87,70.26,1.31,689033,Credit Card,13.18,4.92,Headphones
Flipkart No Cost EMI Sale in 2024! 995,2024-07-21 20:36:19,No Cost EMI Sale,2024,578563.49,Toys,15.4,27768,5592,3,Instagram,5004000,4.49,33.9,1.11,536238,Wallet,1.25,4.69,Laptop
Flipkart Summer Sale in 2021! 996,2021-06-25 8:31:01,Summer Sale,2021,6820425.93,Books,45.01,18094,4191,3,Email,8573000,4.08,75.3,4.43,732718,Credit Card,13.33,4.18,Shoes
Flipkart Big Billion Days Sale in 2025! 997,2025-07-16 11:10:53,Big Billion Days Sale,2025,8980836.55,Sports,50.61,40733,4342,3,Email,9648000,0.97,15.29,2.96,837258,Debit Card,1.64,4.15,Smartphone
Flipkart Big Billion Days Sale in 2023! 998,2023-04-13 11:46:41,Big Billion Days Sale,2023,1382765.3,Groceries,25.88,11124,3545,4,Twitter,6070000,1.9,72.84,1.79,736501,Debit Card,2.09,3.81,Washing Machine
Flipkart Monsoon Sale in 2022! 999,2022-12-29 9:24:50,Monsoon Sale,2022,9048505.36,Groceries,18.65,7562,1298,6,Flipkart App,6078000,0.2,62.94,2.23,299074,Wallet,6.63,3.6,Shoes
