Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Winter Sale in 2025,22/12/2025,Summer Sale,2025,,,,unknown,9329,3,Facebook,8522000,4.99,32.96,3.02,708855,Credit card,6.29,4.4,Headphones
Flipkart GOAT Sale in 2020,04/03/2020,No Cost EMI Sale,2020,9154354.47,Groceries,N/A,21531,7760,1,Facebook,7440000,4.75,50.16,3.64,748073,paytm,3.34,3.51,Washing Machine
Flipkart Deal of the Day in 2023,2023-05-31,Clearance Sale,2023,8870088.78,Books,,23534,9039,7,Twitter,4354000,2.22,62.1,0.51,503270,Credit Card,3.98,4.48,Perfume
Flipkart Monsoon Sale in 2023,2023-01-22,No Cost EMI Sale,2023,7902701.29,Electronics,,unknown,4192,2,flipkart,4727000,3.4,71.79,2.77,779907,Debit Card,11.61,3.93,Laptop
Flipkart No Cost EMI Sale in 2022,25/02/2022,Winter Sale,2022,2675059.1,Groceries,N/A,unknown,7418,2,Twitter,2128000,0.67,42.09,3.17,297400,Debit Card,1.65,2.73,Headphones
Flipkart Winter Sale in 2021,23/04/2021,GOAT Sale,2021,4123504.18,,N/A,unknown,4587,5,Flipkart App,4762000,4.48,27.74,3.01,871354,COD,2.74,2.86,smrtphone
Flipkart Flash Sale in 2024,13/10/2024,Deal of the Day,2024,1854484.69,,N/A,unknown,1762,7,flipkart,8027000,4.86,50.1,4.13,913249,Wallet,10.04,4.83,Washing Machine
Flipkart Clearance Sale in 2023,29/07/2023,Clearance Sale,2023,4687326.32,Electronics,66.58,unknown,726,5,Facebook,8620000,3.21,15.23,4.96,806374,Debit Card,12.62,3.14,Washing Machine
Flipkart Festive Sale in 2024,12/09/2024,Festive Sale,2024,6736578.72,fashon,50.06,unknown,7294,5,flipkart,8857000,2.7,39.17,1.31,938795,Credit Card,9.81,4.85,Shoes
Flipkart Flash Sale in 2025,30/04/2025,Festive Sale,2025,7033060.72,,34.57,unknown,4863,5,FACEBOOK,1342000,1.89,18.01,2.72,434965,UPI,13.38,3.35,Toys
Flipkart Clearance Sale in 2024,01/02/2024,Monsoon Sale,2024,6019625.01,electrnics,N/A,unknown,731,5,Whatsapp,9156000,3.77,31.1,0.5,293941,Debit Card,5.05,4.88,book
Flipkart Summer Sale in 2022,08/03/2022,Clearance Sale,2022,9362795.1,Beauty,,38801,6449,1,FACEBOOK,1937000,3.76,16.56,3.73,,Debit Card,2.98,4.2,Shoes
Flipkart Deal of the Day in 2023,2023-03-25,Deal of the Day,2023,474334.79,electrnics,N/A,unknown,4436,6,Whatsapp,5894000,4.7,39.67,3.44,431981,Credit card,13.3,2.66,Toyz
Flipkart Big Billion Days Sale in 2025,02/11/2025,Flash Sale,2025,4109194.7,fashon,9.31,unknown,3391,4,Twitter,1803000,4.89,27.95,1.71,793115,UPI,8.18,3.45,smrtphone
Flipkart Big Billion Days Sale in 2022,2022-11-15,GOAT Sale,2022,,Toys,47.42,18346,2120,6,Email,7887000,3.92,71.94,3.29,,Cash on Delivery,14.62,4.2,Toys
Flipkart Clearance Sale in 2022,15/09/2022,Monsoon Sale,2022,3032620.23,Home,N/A,31800,4903,5,Whatsapp,2460000,0.48,60.67,1.97,702737,Debit Card,14.47,2.78,Smartphone
Flipkart No Cost EMI Sale in 2025,20/09/2025,GOAT Sale,2025,9103906.99,Beauty,N/A,10445,5321,1,Instagram,4878000,0.37,34.31,2.27,683408,COD,4.6,3.95,Washing Machine
Flipkart Festive Sale in 2022,19/05/2022,Summer Sale,2022,2829011.08,Toys,52.94,41199,9480,5,Email,2156000,0.87,49.83,2.83,434093,Cash on Delivery,12.12,2.75,Toys
Flipkart Deal of the Day in 2022,2022-01-02,Summer Sale,2022,9899863.83,Home,40.42,14416,8455,3,Whatsapp,3954000,0.8,48.54,3.65,669150,Credit card,12.18,4.18,Headphones
Flipkart Festive Sale in 2025,22/06/2025,Summer Sale,2025,1555787.29,fashon,N/A,unknown,6873,1,FACEBOOK,3519000,4.32,53.85,3.62,551863,Credit Card,10.54,4.39,Toyz
Flipkart Clearance Sale in 2025,2025-11-28,Winter Sale,2025,8179785.14,electrnics,N/A,19222,2379,1,flipkart,3281000,4.69,16.2,2.77,26658,paytm,9.49,3.19,Toyz
Flipkart Deal of the Day in 2023,30/09/2023,Big Billion Days Sale,2023,3665717.04,Groceries,,28388,912,2,Instagram,4291000,0.33,70.66,0.6,942568,Credit Card,4.28,2.96,Smartphone
Flipkart Clearance Sale in 2025,23/08/2025,Monsoon Sale,2025,9065064.13,fashon,N/A,unknown,9754,1,Instagram,678000,4.25,46.28,3.28,240610,paytm,2.35,4.8,Books
Flipkart Big Billion Days Sale in 2023,11/11/2023,Winter Sale,2023,6358046.37,Fashion,16.89,16403,6693,5,flipkart,3374000,2.88,41.1,2.67,160236,Credit card,14.08,3.06,Toyz
Flipkart Winter Sale in 2021,23/04/2021,GOAT Sale,2021,4123504.18,,N/A,unknown,4587,5,Flipkart App,4762000,4.48,27.74,3.01,871354,COD,2.74,2.86,smrtphone
Flipkart GOAT Sale in 2023,16/01/2023,Festive Sale,2023,7815773.3,Fashion,41.54,25389,1667,6,Facebook,2906000,0.34,79.09,3.89,142556,Wallet,8.77,4.15,Books
Flipkart Festive Sale in 2023,14/09/2023,Flash Sale,2023,6113085.79,Fashion,,unknown,5873,4,flipkart,808000,1.73,78.71,4.46,406528,Cash on Delivery,10.53,4.79,Smartphone
Flipkart Festive Sale in 2023,01/05/2023,Deal of the Day,2023,5955231.69,Sports,40.26,14303,5930,7,Facebook,8083000,0.55,28.46,3.16,847707,Credit card,6.5,4.18,Smartphone
Flipkart No Cost EMI Sale in 2021,26/05/2021,Clearance Sale,2021,5656207.96,Fashion,N/A,12208,5853,4,Instagram,7549000,0.41,19.25,3.29,680914,Credit card,5.52,4.85,book
,16/08/2024,Clearance Sale,2024,8436578.53,Groceries,,unknown,4321,7,,9537000,3.5,53.94,1.75,303392,paytm,12.17,3.06,Washing Machine
Flipkart No Cost EMI Sale in 2020,16/03/2020,GOAT Sale,2020,,,61.2,unknown,1428,5,Twitter,7378000,3.28,35.84,1.83,588922,Wallet,6.95,3.81,Toyz
Flipkart Monsoon Sale in 2024,12/07/2024,Deal of the Day,2024,9505365.13,Home,,34003,6998,6,Flipkart App,2023000,4.59,38.97,4.64,237154,UPI,12.05,3.26,smrtphone
Flipkart Winter Sale in 2025,05/07/2025,Deal of the Day,2025,2100258.63,Home,,unknown,9790,5,Whatsapp,6302000,3.54,50.06,2.42,603605,Cash on Delivery,13.18,3.57,Smartphone
Flipkart Big Billion Days Sale in 2023,15/08/2023,Deal of the Day,2023,8572099.57,Sports,,unknown,1782,2,FACEBOOK,9271000,1.68,58.14,0.61,515375,COD,14.25,3.53,Perfume
Flipkart Summer Sale in 2023,22/02/2023,GOAT Sale,2023,2146890.51,Beauty,56.41,unknown,9601,2,Facebook,9058000,4.07,15.81,2.05,564871,Debit Card,2.99,2.55,Shoes
Flipkart Winter Sale in 2020,24/10/2020,Monsoon Sale,2020,2302650.59,Toys,,unknown,3318,5,FACEBOOK,3486000,0.48,54.89,4.13,340291,Wallet,1.67,3.13,Shoes
Flipkart Summer Sale in 2020,10/12/2020,Clearance Sale,2020,678545.22,electrnics,N/A,13375,1142,3,Whatsapp,5064000,1.57,16.32,0.85,101642,Cash on Delivery,6.54,2.86,Toys
Flipkart Clearance Sale in 2020,2020-12-24,Deal of the Day,2020,7408679.97,Books,N/A,29104,8987,6,Twitter,8726000,3.7,16.45,2.28,864239,paytm,11.4,4.49,Headphones
